	area	direction	floor	floorplan	high/low	name	price	url
116	73	东北	（18层）	2室1厅1卫	中楼层	朝阳-潘家园-弘善家园	6800	bj.lianjia.com/zufang/BJ2330281196095021056.html
117	75	东	（28层）	2室1厅1卫	中楼层	朝阳-潘家园-弘善家园	6800	bj.lianjia.com/zufang/BJ2317360499714424832.html
106	81	东	（28层）	2室1厅1卫	低楼层	朝阳-潘家园-弘善家园	6800	bj.lianjia.com/zufang/BJ2314975525203869696.html
18	48	南 北	（5层）	2室1厅1卫	高楼层	朝阳-CBD-光华里社区	6900	bj.lianjia.com/zufang/BJ2323121908272603136.html
48	48	南 北	（5层）	2室1厅1卫	高楼层	朝阳-CBD-光华里社区	6900	bj.lianjia.com/zufang/BJ2323121908272603136.html
111	54	南 北	（5层）	2室1厅1卫	高楼层	朝阳-潘家园-潘家园南里	6900	bj.lianjia.com/zufang/BJ2323810514632704000.html
200	51	南	（6层）	2室1厅1卫	高楼层	东城-广渠门-安化北里	7000	bj.lianjia.com/zufang/BJ2314520510119559168.html
202	52	南	（6层）	2室1厅1卫	中楼层	东城-广渠门-绿景馨园	7000	bj.lianjia.com/zufang/BJ2325378401302749184.html
191	56	南 北	（12层）	2室1厅1卫	中楼层	东城-广渠门-绿景苑	7000	bj.lianjia.com/zufang/BJ2330888020775419904.html
265	57	西南	（6层）	2室0厅1卫	低楼层	东城-崇文门-法华南里	7000	bj.lianjia.com/zufang/BJ2324538493604741120.html
192	60	北	（13层）	2室1厅1卫	高楼层	东城-广渠门-远洋德邑	7000	bj.lianjia.com/zufang/BJ2291036431424167936.html
248	60	南 北	（4层）	2室1厅1卫	低楼层	东城-东单-北湾子胡同	7000	bj.lianjia.com/zufang/BJ2299310842191020032.html
142	61	南	（12层）	2室1厅1卫	中楼层	朝阳-劲松-农光里	7000	bj.lianjia.com/zufang/BJ2334083381534932992.html
203	62	东 西	（6层）	2室1厅1卫	低楼层	东城-广渠门-南水关	7000	bj.lianjia.com/zufang/BJ2328884711998357504.html
289	63	南 北	（6层）	2室1厅1卫	中楼层	东城-崇文门-营房西街	7000	bj.lianjia.com/zufang/BJ2324403962679132160.html
201	67	南	（16层）	2室1厅1卫	低楼层	东城-广渠门-天利园	7000	bj.lianjia.com/zufang/BJ2286196747627659264.html
196	76	东南	（21层）	2室1厅1卫	高楼层	东城-广渠门-金世纪嘉园	7000	bj.lianjia.com/zufang/BJ2312804768319275008.html
113	77	东 西	（14层）	2室1厅1卫	高楼层	朝阳-潘家园-华威北里	7000	bj.lianjia.com/zufang/BJ2331609174003695616.html
115	80	西南	（18层）	2室1厅1卫	高楼层	朝阳-潘家园-嘉禾园	7000	bj.lianjia.com/zufang/BJ2304923275438342144.html
352	46	南	（6层）	2室1厅1卫	高楼层	东城-建国门内-赵堂子胡同	7200	bj.lianjia.com/zufang/BJ2319601104201465856.html
153	51	南	（7层）	2室1厅1卫	高楼层	朝阳-工体-幸福二村	7200	bj.lianjia.com/zufang/BJ2264365274058719232.html
266	52	南 北	（10层）	2室0厅1卫	高楼层	东城-崇文门-前门东大街	7200	bj.lianjia.com/zufang/BJ2328250264890376192.html
268	63	南 北	（6层）	2室1厅1卫	中楼层	东城-崇文门-营房西街	7200	bj.lianjia.com/zufang/BJ2315162898881847296.html
197	71	东	（29层）	2室2厅1卫	中楼层	东城-广渠门-广渠家园	7200	bj.lianjia.com/zufang/BJ2310737632621510656.html
109	72	西南	（28层）	2室1厅1卫	低楼层	朝阳-潘家园-弘善家园	7200	bj.lianjia.com/zufang/BJ2304796117780938752.html
104	79	西北	（28层）	2室1厅1卫	高楼层	朝阳-潘家园-弘善家园	7200	bj.lianjia.com/zufang/BJ2332550136813076480.html
2	55	南 北	（5层）	2室1厅1卫	高楼层	朝阳-建国门外-永安南里	7300	bj.lianjia.com/zufang/BJ2329019161571246080.html
32	55	南 北	（5层）	2室1厅1卫	高楼层	朝阳-建国门外-永安南里	7300	bj.lianjia.com/zufang/BJ2329019161571246080.html
376	55	南 北	（5层）	2室1厅1卫	高楼层	朝阳-建国门外-永安南里	7300	bj.lianjia.com/zufang/BJ2329019161571246080.html
149	65	南 北	（6层）	2室1厅1卫	中楼层	朝阳-劲松-劲松三区	7300	bj.lianjia.com/zufang/BJ2318707675153833984.html
108	79	南	（26层）	2室1厅1卫	高楼层	朝阳-潘家园-弘善家园	7400	bj.lianjia.com/zufang/BJ2328841041148649472.html
283	49	南 北	（10层）	2室1厅1卫	高楼层	东城-崇文门-前门东大街	7500	bj.lianjia.com/zufang/BJ2334814929112276992.html
154	51	南	（6层）	2室1厅1卫	高楼层	东城-工体-春秀路	7500	bj.lianjia.com/zufang/BJ2328922712661573632.html
269	54	南	（10层）	2室0厅1卫	高楼层	东城-崇文门-前门东大街	7500	bj.lianjia.com/zufang/BJ2315742918696247296.html
152	58	东	（12层）	2室1厅1卫	中楼层	朝阳-工体-新东路	7500	bj.lianjia.com/zufang/BJ2328177973552742400.html
256	60	东 西	（6层）	2室1厅1卫	高楼层	东城-和平里-柏林寺西	7500	bj.lianjia.com/zufang/BJ2292833926685147136.html
377	60	南 北	（5层）	2室1厅1卫	高楼层	东城-建国门外-苏州胡同	7500	bj.lianjia.com/zufang/BJ2294837716388954112.html
199	67	西	（13层）	2室1厅1卫	高楼层	东城-广渠门-远洋德邑	7500	bj.lianjia.com/zufang/BJ2328053196079243264.html
112	69	南	（18层）	2室1厅1卫	低楼层	朝阳-潘家园-华威西里	7500	bj.lianjia.com/zufang/BJ2315762925702217728.html
263	74	南 北	（6层）	2室1厅1卫	地下室	东城-崇文门-法华南里	7500	bj.lianjia.com/zufang/BJ2334453746345443328.html
21	47	南 北	（5层）	2室1厅1卫	高楼层	朝阳-朝阳门外-东大桥路	7600	bj.lianjia.com/zufang/BJ2323244772791427072.html
51	47	南 北	（5层）	2室1厅1卫	高楼层	朝阳-朝阳门外-东大桥路	7600	bj.lianjia.com/zufang/BJ2323244772791427072.html
338	47	南 北	（5层）	2室1厅1卫	高楼层	朝阳-朝阳门外-东大桥路	7600	bj.lianjia.com/zufang/BJ2323244772791427072.html
150	55	南 北	（6层）	2室1厅1卫	中楼层	朝阳-工体-幸福二村	7600	bj.lianjia.com/zufang/BJ2262766981688336384.html
3	50	东	（6层）	2室1厅1卫	高楼层	朝阳-CBD-光华东里	7700	bj.lianjia.com/zufang/BJ2320744516686462976.html
33	50	东	（6层）	2室1厅1卫	高楼层	朝阳-CBD-光华东里	7700	bj.lianjia.com/zufang/BJ2320744516686462976.html
17	52	南	（12层）	2室0厅1卫	中楼层	朝阳-CBD-光华里社区	7700	bj.lianjia.com/zufang/BJ2332350652468174848.html
47	52	南	（12层）	2室0厅1卫	中楼层	朝阳-CBD-光华里社区	7700	bj.lianjia.com/zufang/BJ2332350652468174848.html
107	82	南	（28层）	2室2厅1卫	高楼层	朝阳-潘家园-弘善家园	7700	bj.lianjia.com/zufang/BJ2330254231442817024.html
214	24	南	（1层）	2室0厅0卫	未知	东城-东四-东四十条	8000	bj.lianjia.com/zufang/BJ2214513548338397184.html
161	53	南	（5层）	2室1厅1卫	中楼层	东城-工体-十字坡东里	8000	bj.lianjia.com/zufang/BJ2321024419553607680.html
220	54	南	（5层）	2室1厅1卫	中楼层	东城-东直门-后永康胡同2号院4号院	8000	bj.lianjia.com/zufang/BJ2304230936399069184.html
208	56	东南	（2层）	2室1厅1卫	低楼层	东城-东四-沙滩后街55号院	8000	bj.lianjia.com/zufang/BJ2318660728703426560.html
210	57	南 北	（6层）	2室1厅1卫	高楼层	东城-东四-朝内大街203号院	8000	bj.lianjia.com/zufang/BJ2294975659346501632.html
359	58	南 北	（6层）	2室1厅1卫	高楼层	东城-建国门内-大羊宜宾胡同35号院	8000	bj.lianjia.com/zufang/BJ2291689609505013760.html
155	60	南 北	（9层）	2室1厅1卫	低楼层	东城-工体-春秀路	8000	bj.lianjia.com/zufang/BJ2307982011811774464.html
358	60	南 北	（6层）	2室1厅1卫	低楼层	东城-建国门内-阳照胡同	8000	bj.lianjia.com/zufang/BJ2328864402205851648.html
339	66	东南	（14层）	2室1厅1卫	高楼层	朝阳-朝阳门外-东大桥路	8000	bj.lianjia.com/zufang/BJ2311512532507951104.html
206	77	西	（23层）	2室1厅1卫	中楼层	东城-广渠门-冠城名敦道	8000	bj.lianjia.com/zufang/BJ2327309770786349056.html
118	82	东南	（18层）	2室1厅1卫	低楼层	朝阳-潘家园-嘉禾园	8000	bj.lianjia.com/zufang/BJ2328739310083784704.html
114	85	西南	（22层）	2室1厅1卫	中楼层	朝阳-潘家园-方丹苑	8000	bj.lianjia.com/zufang/BJ2327304523837874176.html
110	91	西	（22层）	2室1厅1卫	高楼层	朝阳-潘家园-方丹苑	8000	bj.lianjia.com/zufang/BJ2328008751480569856.html
158	53	南	（6层）	2室1厅1卫	中楼层	东城-工体-十字坡东里	8100	bj.lianjia.com/zufang/BJ2315866030897111040.html
211	48	南 北	（5层）	2室1厅1卫	中楼层	东城-东四-什锦花园胡同21号院	8200	bj.lianjia.com/zufang/BJ2322482102052069376.html
159	51	南	（24层）	2室1厅1卫	中楼层	朝阳-工体-工体西里	8200	bj.lianjia.com/zufang/BJ2328326264697389056.html
156	53	南	（6层）	2室1厅1卫	中楼层	东城-工体-十字坡东里	8200	bj.lianjia.com/zufang/BJ2300046569996550144.html
361	56	东 南	（6层）	2室1厅1卫	低楼层	东城-建国门内-北总布胡同	8200	bj.lianjia.com/zufang/BJ2295415186938396672.html
360	58	南 北	（6层）	2室1厅1卫	低楼层	东城-建国门内-大羊宜宾胡同31号院	8300	bj.lianjia.com/zufang/BJ2318631154901073920.html
353	62	南	（16层）	2室1厅1卫	高楼层	东城-建国门内-小羊宜宾胡同	8300	bj.lianjia.com/zufang/BJ2335442498677653504.html
213	49	南	（5层）	2室1厅1卫	高楼层	东城-东四-什锦花园胡同21号院	8500	bj.lianjia.com/zufang/BJ2320061105063329792.html
310	52	南	（6层）	2室1厅1卫	低楼层	东城-朝阳门内-南门仓胡同	8500	bj.lianjia.com/zufang/BJ2328140967711866880.html
354	57	南 北	（6层）	2室1厅1卫	中楼层	东城-建国门内-东总布胡同	8500	bj.lianjia.com/zufang/BJ2335228084993146880.html
355	58	南 北	（6层）	2室1厅1卫	高楼层	东城-建国门内-大羊宜宾胡同31号院	8500	bj.lianjia.com/zufang/BJ2332435602576261120.html
321	60	西	（16层）	2室1厅1卫	高楼层	朝阳-朝阳门外-市场街	8500	bj.lianjia.com/zufang/BJ2317446013905797120.html
275	61	南 北	（14层）	2室1厅1卫	中楼层	东城-崇文门-崇文门东大街	8500	bj.lianjia.com/zufang/BJ2318857984312352768.html
294	61	南 北	（6层）	2室1厅1卫	高楼层	东城-朝阳门内-仓南胡同12号院	8500	bj.lianjia.com/zufang/BJ2318686751608553472.html
157	62	东南	（16层）	2室1厅1卫	高楼层	东城-工体-工体北路	8500	bj.lianjia.com/zufang/BJ2310825600245571584.html
306	70	南 北	（6层）	2室1厅1卫	中楼层	东城-朝阳门内-仓南胡同14号院	8500	bj.lianjia.com/zufang/BJ2298310576494870528.html
207	77	东南	（18层）	2室1厅1卫	低楼层	东城-广渠门-东环居苑	8500	bj.lianjia.com/zufang/BJ2327580018198454272.html
221	78	南 北	（14层）	2室1厅1卫	低楼层	东城-东直门-民安小区东直门内北小街	8500	bj.lianjia.com/zufang/BJ2304076147161300992.html
204	84	东北	（16层）	2室1厅1卫	中楼层	东城-广渠门-京城仁合	8500	bj.lianjia.com/zufang/BJ2333098171997364224.html
7	53	南 北	（7层）	2室2厅1卫	高楼层	朝阳-建国门外-灵通观	8700	bj.lianjia.com/zufang/BJ2306322685766148096.html
37	53	南 北	（7层）	2室2厅1卫	高楼层	朝阳-建国门外-灵通观	8700	bj.lianjia.com/zufang/BJ2306322685766148096.html
381	53	南 北	（7层）	2室2厅1卫	高楼层	朝阳-建国门外-灵通观	8700	bj.lianjia.com/zufang/BJ2306322685766148096.html
299	68	东北	（9层）	2室1厅1卫	低楼层	东城-朝阳门内-竹杆胡同	8700	bj.lianjia.com/zufang/BJ2306569716547715072.html
209	57	南 北	（6层）	2室1厅1卫	中楼层	东城-东四-东四二条	8800	bj.lianjia.com/zufang/BJ2328313623526776832.html
304	58	南 北	（7层）	2室1厅1卫	高楼层	东城-朝阳门内-东四十条甲34号院	8800	bj.lianjia.com/zufang/BJ2320907088765140992.html
219	65	南 北	（12层）	2室1厅1卫	中楼层	东城-东直门-东直门内大街	8800	bj.lianjia.com/zufang/BJ2310769811430850560.html
309	65	西北	（15层）	2室1厅1卫	中楼层	东城-朝阳门内-朝内大街136号院	8800	bj.lianjia.com/zufang/BJ2289048585611771904.html
356	70	南 北	（6层）	2室1厅1卫	高楼层	东城-建国门内-北总布胡同	8800	bj.lianjia.com/zufang/BJ2288919788082708480.html
357	70	南 北	（6层）	2室1厅1卫	高楼层	东城-建国门内-北总布胡同	8800	bj.lianjia.com/zufang/BJ2294239690402316288.html
380	70	东南	（14层）	2室1厅1卫	中楼层	东城-建国门外-建国门南大街	8800	bj.lianjia.com/zufang/BJ2329504510181122048.html
296	75	东 西	（6层）	2室2厅1卫	中楼层	东城-朝阳门内-朝阳门内大街75号院	8800	bj.lianjia.com/zufang/BJ2334498691458531328.html
260	63	南 北	（6层）	2室1厅1卫	低楼层	海淀-五道口-成府路20号院	9000	bj.lianjia.com/zufang/BJ2298484406077095936.html
160	65	南 北	（5层）	2室1厅1卫	中楼层	东城-工体-工体西路	9000	bj.lianjia.com/zufang/BJ2299314845184696320.html
297	76	东 西	（16层）	2室1厅1卫	低楼层	东城-朝阳门内-西水井胡同	9000	bj.lianjia.com/zufang/BJ2322465907106398208.html
222	77	南 北	（18层）	2室1厅1卫	中楼层	东城-东直门-东直门南大街	9000	bj.lianjia.com/zufang/BJ2297873914367311872.html
205	85	东 西	（16层）	2室1厅1卫	低楼层	东城-广渠门-京城仁合	9000	bj.lianjia.com/zufang/BJ2309979432112635904.html
5	90	西北	（12层）	2室1厅1卫	中楼层	朝阳-建国门外-美华世纪	9000	bj.lianjia.com/zufang/BJ2320030855315062784.html
35	90	西北	（12层）	2室1厅1卫	中楼层	朝阳-建国门外-美华世纪	9000	bj.lianjia.com/zufang/BJ2320030855315062784.html
378	90	西北	（12层）	2室1厅1卫	中楼层	朝阳-建国门外-美华世纪	9000	bj.lianjia.com/zufang/BJ2320030855315062784.html
273	71	南 北	（6层）	2室1厅1卫	中楼层	东城-崇文门-新景家园西区	9100	bj.lianjia.com/zufang/BJ2314220255599403008.html
298	75	东 西	（16层）	2室1厅1卫	高楼层	东城-朝阳门内-西水井胡同	9100	bj.lianjia.com/zufang/BJ2297865700141694976.html
4	60	南	（12层）	2室1厅1卫	低楼层	朝阳-CBD-光华里社区	9200	bj.lianjia.com/zufang/BJ2289114517747007488.html
34	60	南	（12层）	2室1厅1卫	低楼层	朝阳-CBD-光华里社区	9200	bj.lianjia.com/zufang/BJ2289114517747007488.html
293	61	南 北	（6层）	2室1厅1卫	中楼层	东城-朝阳门内-仓南胡同12号院	9200	bj.lianjia.com/zufang/BJ2323277312009191424.html
305	72	南 北	（6层）	2室1厅1卫	中楼层	东城-朝阳门内-北竹杆胡同	9200	bj.lianjia.com/zufang/BJ2314950707465699328.html
274	76	南 北	（17层）	2室1厅1卫	中楼层	东城-崇文门-新景家园东区	9200	bj.lianjia.com/zufang/BJ2323951028338704384.html
88	99	东南	（28层）	2室1厅1卫	高楼层	朝阳-双井-百环家园	9200	bj.lianjia.com/zufang/BJ2335313373866237952.html
218	74	南 北	（6层）	2室1厅1卫	中楼层	东城-东直门-民安小区民安街	9300	bj.lianjia.com/zufang/BJ2304954403096109056.html
303	75	东 西	（16层）	2室1厅1卫	中楼层	东城-朝阳门内-西水井胡同	9300	bj.lianjia.com/zufang/BJ2299988394664525824.html
270	76	南 北	（13层）	2室1厅1卫	中楼层	东城-崇文门-新景家园东区	9300	bj.lianjia.com/zufang/BJ2331837034987266048.html
212	50	东	（6层）	2室1厅1卫	高楼层	东城-东四-沙滩北街2号院	9500	bj.lianjia.com/zufang/BJ2023768449213267968.html
307	66	南 北	（6层）	2室1厅1卫	高楼层	东城-朝阳门内-南竹杆胡同	9500	bj.lianjia.com/zufang/BJ2320831705486991360.html
308	68	东南	（8层）	2室1厅1卫	高楼层	东城-朝阳门内-竹杆胡同	9500	bj.lianjia.com/zufang/BJ2312878817145782272.html
301	69	南 北	（8层）	2室2厅1卫	中楼层	东城-朝阳门内-朝阳门南小街	9500	bj.lianjia.com/zufang/BJ2327487652644782080.html
276	70	东 东北	（16层）	2室1厅1卫	高楼层	东城-崇文门-国瑞城东区	9500	bj.lianjia.com/zufang/BJ2323639471847260160.html
382	70	南 北	（12层）	2室1厅1卫	低楼层	东城-建国门外-建国门内大街	9500	bj.lianjia.com/zufang/BJ2299315080476491776.html
